dteday,yr,mnth,hr,weekday,workingday,season,weathersit,cnt,registered,casual
2011-12-03,2011,12,1,2011-12-03,tidak,dingin,Cerah,71,62,9
2011-12-03,2011,12,2,2011-12-03,tidak,dingin,Cerah,50,41,9
2011-12-03,2011,12,3,2011-12-03,tidak,dingin,Cerah,9,5,4
2011-12-03,2011,12,4,2011-12-03,tidak,dingin,Cerah,8,7,1
2011-12-03,2011,12,5,2011-12-03,tidak,dingin,Cerah,6,6,0
2011-12-03,2011,12,6,2011-12-03,tidak,dingin,Cerah,11,10,1
2011-12-03,2011,12,7,2011-12-03,tidak,dingin,Cerah,26,24,2
2011-12-03,2011,12,8,2011-12-03,tidak,dingin,Cerah,63,62,1
2011-12-03,2011,12,9,2011-12-03,tidak,dingin,Cerah,124,99,25
2011-12-03,2011,12,10,2011-12-03,tidak,dingin,Cerah,195,173,22
2011-12-03,2011,12,11,2011-12-03,tidak,dingin,Cerah,275,227,48
2011-12-03,2011,12,12,2011-12-03,tidak,dingin,Cerah,358,280,78
2011-12-03,2011,12,13,2011-12-03,tidak,dingin,Cerah,292,222,70
2011-12-03,2011,12,14,2011-12-03,tidak,dingin,Cerah,343,251,92
2011-12-03,2011,12,15,2011-12-03,tidak,dingin,Cerah,337,237,100
2011-12-03,2011,12,16,2011-12-03,tidak,dingin,Cerah,305,230,75
2011-12-03,2011,12,17,2011-12-03,tidak,dingin,Cerah,232,186,46
2011-12-03,2011,12,18,2011-12-03,tidak,dingin,Cerah,224,193,31
2011-12-03,2011,12,19,2011-12-03,tidak,dingin,Cerah,175,144,31
2011-12-03,2011,12,20,2011-12-03,tidak,dingin,Cerah,127,110,17
2011-12-03,2011,12,21,2011-12-03,tidak,dingin,berkabut,109,104,5
2011-12-03,2011,12,22,2011-12-03,tidak,dingin,berkabut,114,97,17
2011-12-03,2011,12,23,2011-12-03,tidak,dingin,Cerah,85,73,12
2011-12-04,2011,12,0,2011-12-04,tidak,dingin,Cerah,83,64,19
2011-12-04,2011,12,1,2011-12-04,tidak,dingin,Cerah,74,54,20
2011-12-04,2011,12,2,2011-12-04,tidak,dingin,Cerah,62,51,11
2011-12-04,2011,12,3,2011-12-04,tidak,dingin,Cerah,41,34,7
2011-12-04,2011,12,4,2011-12-04,tidak,dingin,Cerah,11,9,2
2011-12-04,2011,12,5,2011-12-04,tidak,dingin,Cerah,4,2,2
2011-12-04,2011,12,6,2011-12-04,tidak,dingin,Cerah,4,3,1
2011-12-04,2011,12,7,2011-12-04,tidak,dingin,Cerah,26,23,3
2011-12-04,2011,12,8,2011-12-04,tidak,dingin,Cerah,55,48,7
2011-12-04,2011,12,9,2011-12-04,tidak,dingin,Cerah,126,114,12
2011-12-04,2011,12,10,2011-12-04,tidak,dingin,Cerah,216,180,36
2011-12-04,2011,12,11,2011-12-04,tidak,dingin,Cerah,254,206,48
2011-12-04,2011,12,12,2011-12-04,tidak,dingin,Cerah,329,247,82
2011-12-04,2011,12,13,2011-12-04,tidak,dingin,Cerah,357,269,88
2011-12-04,2011,12,14,2011-12-04,tidak,dingin,Cerah,323,246,77
2011-12-04,2011,12,15,2011-12-04,tidak,dingin,Cerah,296,227,69
2011-12-04,2011,12,16,2011-12-04,tidak,dingin,Cerah,330,266,64
2011-12-04,2011,12,17,2011-12-04,tidak,dingin,Cerah,245,207,38
2011-12-04,2011,12,18,2011-12-04,tidak,dingin,Cerah,171,161,10
2011-12-04,2011,12,19,2011-12-04,tidak,dingin,Cerah,173,158,15
2011-12-04,2011,12,20,2011-12-04,tidak,dingin,Cerah,124,116,8
2011-12-04,2011,12,21,2011-12-04,tidak,dingin,Cerah,72,65,7
2011-12-04,2011,12,22,2011-12-04,tidak,dingin,Cerah,64,59,5
2011-12-04,2011,12,23,2011-12-04,tidak,dingin,Cerah,45,42,3
2011-12-05,2011,12,0,2011-12-05,iya,dingin,Cerah,24,21,3
2011-12-05,2011,12,1,2011-12-05,iya,dingin,Cerah,12,10,2
2011-12-05,2011,12,2,2011-12-05,iya,dingin,Cerah,8,8,0
2011-12-05,2011,12,3,2011-12-05,iya,dingin,Cerah,2,2,0
2011-12-05,2011,12,4,2011-12-05,iya,dingin,Cerah,7,7,0
2011-12-05,2011,12,5,2011-12-05,iya,dingin,Cerah,25,24,1
2011-12-05,2011,12,6,2011-12-05,iya,dingin,Cerah,90,89,1
2011-12-05,2011,12,7,2011-12-05,iya,dingin,Cerah,283,274,9
2011-12-05,2011,12,8,2011-12-05,iya,dingin,Cerah,404,392,12
2011-12-05,2011,12,9,2011-12-05,iya,dingin,berkabut,190,178,12
2011-12-05,2011,12,10,2011-12-05,iya,dingin,berkabut,87,78,9
2011-12-05,2011,12,11,2011-12-05,iya,dingin,berkabut,123,106,17
2011-12-05,2011,12,12,2011-12-05,iya,dingin,berkabut,154,125,29
2011-12-05,2011,12,13,2011-12-05,iya,dingin,berkabut,171,153,18
2011-12-05,2011,12,14,2011-12-05,iya,dingin,berkabut,133,126,7
2011-12-05,2011,12,15,2011-12-05,iya,dingin,berkabut,148,132,16
2011-12-05,2011,12,16,2011-12-05,iya,dingin,Cerah,248,238,10
2011-12-05,2011,12,17,2011-12-05,iya,dingin,Cerah,446,430,16
2011-12-05,2011,12,18,2011-12-05,iya,dingin,Cerah,399,386,13
2011-12-05,2011,12,19,2011-12-05,iya,dingin,berkabut,308,295,13
2011-12-05,2011,12,20,2011-12-05,iya,dingin,berkabut,205,190,15
2011-12-05,2011,12,21,2011-12-05,iya,dingin,berkabut,176,166,10
2011-12-05,2011,12,22,2011-12-05,iya,dingin,berkabut,106,94,12
2011-12-05,2011,12,23,2011-12-05,iya,dingin,berkabut,62,54,8
2011-12-06,2011,12,0,2011-12-06,iya,dingin,berkabut,28,25,3
2011-12-06,2011,12,1,2011-12-06,iya,dingin,berkabut,16,14,2
2011-12-06,2011,12,2,2011-12-06,iya,dingin,berkabut,3,3,0
2011-12-06,2011,12,3,2011-12-06,iya,dingin,berkabut,3,3,0
2011-12-06,2011,12,4,2011-12-06,iya,dingin,Hujan Ringan/salju,7,7,0
2011-12-06,2011,12,5,2011-12-06,iya,dingin,Hujan Ringan/salju,20,20,0
2011-12-06,2011,12,6,2011-12-06,iya,dingin,berkabut,86,81,5
2011-12-06,2011,12,7,2011-12-06,iya,dingin,berkabut,234,227,7
2011-12-06,2011,12,8,2011-12-06,iya,dingin,berkabut,414,401,13
2011-12-06,2011,12,9,2011-12-06,iya,dingin,berkabut,204,200,4
2011-12-06,2011,12,10,2011-12-06,iya,dingin,Hujan Ringan/salju,50,44,6
2011-12-06,2011,12,11,2011-12-06,iya,dingin,Hujan Ringan/salju,32,28,4
2011-12-06,2011,12,12,2011-12-06,iya,dingin,Hujan Ringan/salju,55,50,5
2011-12-06,2011,12,13,2011-12-06,iya,dingin,Hujan Ringan/salju,71,65,6
2011-12-06,2011,12,14,2011-12-06,iya,dingin,Hujan Ringan/salju,75,69,6
2011-12-06,2011,12,15,2011-12-06,iya,dingin,Hujan Ringan/salju,45,43,2
2011-12-06,2011,12,16,2011-12-06,iya,dingin,Hujan Ringan/salju,88,84,4
2011-12-06,2011,12,17,2011-12-06,iya,dingin,berkabut,262,249,13
2011-12-06,2011,12,18,2011-12-06,iya,dingin,berkabut,304,287,17
2011-12-06,2011,12,19,2011-12-06,iya,dingin,Hujan Ringan/salju,233,223,10
2011-12-06,2011,12,20,2011-12-06,iya,dingin,Hujan Ringan/salju,110,107,3
2011-12-06,2011,12,21,2011-12-06,iya,dingin,berkabut,114,108,6
2011-12-06,2011,12,22,2011-12-06,iya,dingin,Hujan Ringan/salju,87,82,5
2011-12-06,2011,12,23,2011-12-06,iya,dingin,Hujan Ringan/salju,53,48,5
2011-12-07,2011,12,0,2011-12-07,iya,dingin,Cerah,33,30,3
2011-12-07,2011,12,1,2011-12-07,iya,dingin,berkabut,13,9,4
2011-12-07,2011,12,2,2011-12-07,iya,dingin,Hujan Ringan/salju,6,4,2
2011-12-07,2011,12,3,2011-12-07,iya,dingin,Hujan Ringan/salju,3,3,0
2011-12-07,2011,12,4,2011-12-07,iya,dingin,Hujan Ringan/salju,1,1,0
2011-12-07,2011,12,5,2011-12-07,iya,dingin,Hujan Ringan/salju,3,3,0
2011-12-07,2011,12,6,2011-12-07,iya,dingin,Hujan Ringan/salju,18,18,0
2011-12-07,2011,12,7,2011-12-07,iya,dingin,Hujan Ringan/salju,46,43,3
2011-12-07,2011,12,8,2011-12-07,iya,dingin,Hujan Ringan/salju,86,80,6
2011-12-07,2011,12,9,2011-12-07,iya,dingin,Hujan Ringan/salju,64,64,0
2011-12-07,2011,12,10,2011-12-07,iya,dingin,Hujan Ringan/salju,33,32,1
2011-12-07,2011,12,11,2011-12-07,iya,dingin,Hujan Ringan/salju,50,47,3
2011-12-07,2011,12,12,2011-12-07,iya,dingin,Hujan Ringan/salju,33,29,4
2011-12-07,2011,12,13,2011-12-07,iya,dingin,Hujan Ringan/salju,33,28,5
2011-12-07,2011,12,14,2011-12-07,iya,dingin,Hujan Ringan/salju,25,24,1
2011-12-07,2011,12,15,2011-12-07,iya,dingin,Hujan Ringan/salju,30,25,5
2011-12-07,2011,12,16,2011-12-07,iya,dingin,Hujan Ringan/salju,31,28,3
2011-12-07,2011,12,17,2011-12-07,iya,dingin,Hujan Ringan/salju,52,48,4
2011-12-07,2011,12,18,2011-12-07,iya,dingin,Hujan Ringan/salju,51,48,3
2011-12-07,2011,12,19,2011-12-07,iya,dingin,Hujan Ringan/salju,33,31,2
2011-12-07,2011,12,20,2011-12-07,iya,dingin,Hujan Ringan/salju,26,25,1
2011-12-07,2011,12,21,2011-12-07,iya,dingin,Hujan Ringan/salju,6,6,0
2011-12-07,2011,12,22,2011-12-07,iya,dingin,Hujan Ringan/salju,13,13,0
2011-12-07,2011,12,23,2011-12-07,iya,dingin,Cerah,16,16,0
2011-12-08,2011,12,0,2011-12-08,iya,dingin,berkabut,21,21,0
2011-12-08,2011,12,1,2011-12-08,iya,dingin,Cerah,7,6,1
2011-12-08,2011,12,2,2011-12-08,iya,dingin,Cerah,4,4,0
2011-12-08,2011,12,3,2011-12-08,iya,dingin,Cerah,1,1,0
2011-12-08,2011,12,4,2011-12-08,iya,dingin,berkabut,2,2,0
2011-12-08,2011,12,5,2011-12-08,iya,dingin,Cerah,12,12,0
2011-12-08,2011,12,6,2011-12-08,iya,dingin,Cerah,71,71,0
2011-12-08,2011,12,7,2011-12-08,iya,dingin,Cerah,244,233,11
2011-12-08,2011,12,8,2011-12-08,iya,dingin,Cerah,429,418,11
2011-12-08,2011,12,9,2011-12-08,iya,dingin,Cerah,225,218,7
2011-12-08,2011,12,10,2011-12-08,iya,dingin,Cerah,110,109,1
2011-12-08,2011,12,11,2011-12-08,iya,dingin,Cerah,106,100,6
2011-12-08,2011,12,12,2011-12-08,iya,dingin,Cerah,156,148,8
2011-12-08,2011,12,13,2011-12-08,iya,dingin,Cerah,124,115,9
2011-12-08,2011,12,14,2011-12-08,iya,dingin,Cerah,137,121,16
2011-12-08,2011,12,15,2011-12-08,iya,dingin,Cerah,117,98,19
2011-12-08,2011,12,16,2011-12-08,iya,dingin,Cerah,208,201,7
2011-12-08,2011,12,17,2011-12-08,iya,dingin,Cerah,331,321,10
2011-12-08,2011,12,18,2011-12-08,iya,dingin,Cerah,318,306,12
2011-12-08,2011,12,19,2011-12-08,iya,dingin,Cerah,232,220,12
2011-12-08,2011,12,20,2011-12-08,iya,dingin,Cerah,175,170,5
2011-12-08,2011,12,21,2011-12-08,iya,dingin,Cerah,139,135,4
2011-12-08,2011,12,22,2011-12-08,iya,dingin,Cerah,92,84,8
2011-12-08,2011,12,23,2011-12-08,iya,dingin,Cerah,61,58,3
2011-12-09,2011,12,0,2011-12-09,iya,dingin,Cerah,34,26,8
2011-12-09,2011,12,1,2011-12-09,iya,dingin,Cerah,14,12,2
2011-12-09,2011,12,2,2011-12-09,iya,dingin,Cerah,12,10,2
2011-12-09,2011,12,3,2011-12-09,iya,dingin,Cerah,6,5,1
2011-12-09,2011,12,4,2011-12-09,iya,dingin,Cerah,2,1,1
2011-12-09,2011,12,5,2011-12-09,iya,dingin,Cerah,20,20,0
2011-12-09,2011,12,6,2011-12-09,iya,dingin,Cerah,63,62,1
2011-12-09,2011,12,7,2011-12-09,iya,dingin,Cerah,199,195,4
2011-12-09,2011,12,8,2011-12-09,iya,dingin,Cerah,385,378,7
2011-12-09,2011,12,9,2011-12-09,iya,dingin,Cerah,264,256,8
2011-12-09,2011,12,10,2011-12-09,iya,dingin,berkabut,126,115,11
2011-12-09,2011,12,11,2011-12-09,iya,dingin,Cerah,136,121,15
2011-12-09,2011,12,12,2011-12-09,iya,dingin,Cerah,173,146,27
2011-12-09,2011,12,13,2011-12-09,iya,dingin,Cerah,168,141,27
2011-12-09,2011,12,14,2011-12-09,iya,dingin,Cerah,187,163,24
2011-12-09,2011,12,15,2011-12-09,iya,dingin,Cerah,189,160,29
2011-12-09,2011,12,16,2011-12-09,iya,dingin,Cerah,250,226,24
2011-12-09,2011,12,17,2011-12-09,iya,dingin,Cerah,362,352,10
2011-12-09,2011,12,18,2011-12-09,iya,dingin,Cerah,318,308,10
2011-12-09,2011,12,19,2011-12-09,iya,dingin,Cerah,199,189,10
2011-12-09,2011,12,20,2011-12-09,iya,dingin,Cerah,150,140,10
2011-12-09,2011,12,21,2011-12-09,iya,dingin,Cerah,140,131,9
2011-12-09,2011,12,22,2011-12-09,iya,dingin,Cerah,129,114,15
2011-12-09,2011,12,23,2011-12-09,iya,dingin,Cerah,94,88,6
2011-12-10,2011,12,0,2011-12-10,tidak,dingin,berkabut,77,66,11
2011-12-10,2011,12,1,2011-12-10,tidak,dingin,berkabut,66,55,11
2011-12-10,2011,12,2,2011-12-10,tidak,dingin,berkabut,60,48,12
2011-12-10,2011,12,3,2011-12-10,tidak,dingin,berkabut,25,20,5
2011-12-10,2011,12,4,2011-12-10,tidak,dingin,berkabut,3,3,0
2011-12-10,2011,12,5,2011-12-10,tidak,dingin,Cerah,6,6,0
2011-12-10,2011,12,6,2011-12-10,tidak,dingin,Cerah,11,10,1
2011-12-10,2011,12,7,2011-12-10,tidak,dingin,Cerah,11,11,0
2011-12-10,2011,12,8,2011-12-10,tidak,dingin,Cerah,73,68,5
2011-12-10,2011,12,9,2011-12-10,tidak,dingin,Cerah,149,134,15
2011-12-10,2011,12,10,2011-12-10,tidak,dingin,Cerah,192,161,31
2011-12-10,2011,12,11,2011-12-10,tidak,dingin,Cerah,236,192,44
2011-12-10,2011,12,12,2011-12-10,tidak,dingin,Cerah,283,235,48
2011-12-10,2011,12,13,2011-12-10,tidak,dingin,Cerah,286,239,47
2011-12-10,2011,12,14,2011-12-10,tidak,dingin,Cerah,293,242,51
2011-12-10,2011,12,15,2011-12-10,tidak,dingin,Cerah,299,239,60
2011-12-10,2011,12,16,2011-12-10,tidak,dingin,Cerah,241,183,58
2011-12-10,2011,12,17,2011-12-10,tidak,dingin,Cerah,185,151,34
2011-12-10,2011,12,18,2011-12-10,tidak,dingin,Cerah,172,144,28
2011-12-10,2011,12,19,2011-12-10,tidak,dingin,Cerah,154,139,15
2011-12-10,2011,12,20,2011-12-10,tidak,dingin,Cerah,124,114,10
2011-12-10,2011,12,21,2011-12-10,tidak,dingin,Cerah,83,79,4
2011-12-10,2011,12,22,2011-12-10,tidak,dingin,Cerah,95,88,7
2011-12-10,2011,12,23,2011-12-10,tidak,dingin,Cerah,66,61,5
2011-12-11,2011,12,0,2011-12-11,tidak,dingin,Cerah,74,69,5
2011-12-11,2011,12,1,2011-12-11,tidak,dingin,Cerah,62,54,8
2011-12-11,2011,12,2,2011-12-11,tidak,dingin,Cerah,52,47,5
2011-12-11,2011,12,3,2011-12-11,tidak,dingin,Cerah,19,17,2
2011-12-11,2011,12,4,2011-12-11,tidak,dingin,Cerah,5,5,0
2011-12-11,2011,12,5,2011-12-11,tidak,dingin,Cerah,6,6,0
2011-12-11,2011,12,6,2011-12-11,tidak,dingin,Cerah,10,10,0
2011-12-11,2011,12,7,2011-12-11,tidak,dingin,Cerah,31,30,1
2011-12-11,2011,12,8,2011-12-11,tidak,dingin,Cerah,72,68,4
2011-12-11,2011,12,9,2011-12-11,tidak,dingin,Cerah,107,88,19
2011-12-11,2011,12,10,2011-12-11,tidak,dingin,Cerah,194,164,30
2011-12-11,2011,12,11,2011-12-11,tidak,dingin,Cerah,197,166,31
2011-12-11,2011,12,12,2011-12-11,tidak,dingin,Cerah,288,246,42
2011-12-11,2011,12,13,2011-12-11,tidak,dingin,Cerah,268,224,44
2011-12-11,2011,12,14,2011-12-11,tidak,dingin,Cerah,242,198,44
2011-12-11,2011,12,15,2011-12-11,tidak,dingin,Cerah,266,219,47
2011-12-11,2011,12,16,2011-12-11,tidak,dingin,Cerah,206,174,32
2011-12-11,2011,12,17,2011-12-11,tidak,dingin,Cerah,163,150,13
2011-12-11,2011,12,18,2011-12-11,tidak,dingin,Cerah,163,151,12
2011-12-11,2011,12,19,2011-12-11,tidak,dingin,Cerah,105,98,7
2011-12-11,2011,12,20,2011-12-11,tidak,dingin,Cerah,72,62,10
2011-12-11,2011,12,21,2011-12-11,tidak,dingin,Cerah,63,53,10
2011-12-11,2011,12,22,2011-12-11,tidak,dingin,Cerah,43,36,7
2011-12-11,2011,12,23,2011-12-11,tidak,dingin,Cerah,35,31,4
2011-12-12,2011,12,0,2011-12-12,iya,dingin,Cerah,20,16,4
2011-12-12,2011,12,1,2011-12-12,iya,dingin,Cerah,9,9,0
2011-12-12,2011,12,2,2011-12-12,iya,dingin,Cerah,4,4,0
2011-12-12,2011,12,3,2011-12-12,iya,dingin,Cerah,2,2,0
2011-12-12,2011,12,4,2011-12-12,iya,dingin,Cerah,3,3,0
2011-12-12,2011,12,5,2011-12-12,iya,dingin,Cerah,21,21,0
2011-12-12,2011,12,6,2011-12-12,iya,dingin,Cerah,64,63,1
2011-12-12,2011,12,7,2011-12-12,iya,dingin,Cerah,235,231,4
2011-12-12,2011,12,8,2011-12-12,iya,dingin,berkabut,385,378,7
2011-12-12,2011,12,9,2011-12-12,iya,dingin,berkabut,220,208,12
2011-12-12,2011,12,10,2011-12-12,iya,dingin,berkabut,105,91,14
2011-12-12,2011,12,11,2011-12-12,iya,dingin,berkabut,115,100,15
2011-12-12,2011,12,12,2011-12-12,iya,dingin,Cerah,145,138,7
2011-12-12,2011,12,13,2011-12-12,iya,dingin,berkabut,166,153,13
2011-12-12,2011,12,14,2011-12-12,iya,dingin,berkabut,111,95,16
2011-12-12,2011,12,15,2011-12-12,iya,dingin,berkabut,132,124,8
2011-12-12,2011,12,16,2011-12-12,iya,dingin,berkabut,214,209,5
2011-12-12,2011,12,17,2011-12-12,iya,dingin,berkabut,359,352,7
2011-12-12,2011,12,18,2011-12-12,iya,dingin,Cerah,357,349,8
2011-12-12,2011,12,19,2011-12-12,iya,dingin,Cerah,241,232,9
2011-12-12,2011,12,20,2011-12-12,iya,dingin,Cerah,165,157,8
2011-12-12,2011,12,21,2011-12-12,iya,dingin,Cerah,121,119,2
2011-12-12,2011,12,22,2011-12-12,iya,dingin,Cerah,71,71,0
2011-12-12,2011,12,23,2011-12-12,iya,dingin,Cerah,45,42,3
2011-12-13,2011,12,0,2011-12-13,iya,dingin,Cerah,17,16,1
2011-12-13,2011,12,1,2011-12-13,iya,dingin,Cerah,4,4,0
2011-12-13,2011,12,2,2011-12-13,iya,dingin,Cerah,2,1,1
2011-12-13,2011,12,3,2011-12-13,iya,dingin,Cerah,3,3,0
2011-12-13,2011,12,4,2011-12-13,iya,dingin,Cerah,4,4,0
2011-12-13,2011,12,5,2011-12-13,iya,dingin,Cerah,20,20,0
2011-12-13,2011,12,6,2011-12-13,iya,dingin,Cerah,92,92,0
2011-12-13,2011,12,7,2011-12-13,iya,dingin,Cerah,223,221,2
2011-12-13,2011,12,8,2011-12-13,iya,dingin,Cerah,400,391,9
2011-12-13,2011,12,9,2011-12-13,iya,dingin,Cerah,233,223,10
2011-12-13,2011,12,10,2011-12-13,iya,dingin,Cerah,102,99,3
2011-12-13,2011,12,11,2011-12-13,iya,dingin,Cerah,124,115,9
2011-12-13,2011,12,12,2011-12-13,iya,dingin,Cerah,167,147,20
2011-12-13,2011,12,13,2011-12-13,iya,dingin,Cerah,127,120,7
2011-12-13,2011,12,14,2011-12-13,iya,dingin,Cerah,134,116,18
2011-12-13,2011,12,15,2011-12-13,iya,dingin,Cerah,151,144,7
2011-12-13,2011,12,16,2011-12-13,iya,dingin,Cerah,207,194,13
2011-12-13,2011,12,17,2011-12-13,iya,dingin,Cerah,398,381,17
2011-12-13,2011,12,18,2011-12-13,iya,dingin,Cerah,382,370,12
2011-12-13,2011,12,19,2011-12-13,iya,dingin,Cerah,267,262,5
2011-12-13,2011,12,20,2011-12-13,iya,dingin,Cerah,161,154,7
2011-12-13,2011,12,21,2011-12-13,iya,dingin,Cerah,139,134,5
2011-12-13,2011,12,22,2011-12-13,iya,dingin,Cerah,107,102,5
2011-12-13,2011,12,23,2011-12-13,iya,dingin,Cerah,59,55,4
2011-12-14,2011,12,0,2011-12-14,iya,dingin,Cerah,22,22,0
2011-12-14,2011,12,1,2011-12-14,iya,dingin,Cerah,8,8,0
2011-12-14,2011,12,2,2011-12-14,iya,dingin,Cerah,2,2,0
2011-12-14,2011,12,3,2011-12-14,iya,dingin,Cerah,3,3,0
2011-12-14,2011,12,4,2011-12-14,iya,dingin,Cerah,4,4,0
2011-12-14,2011,12,5,2011-12-14,iya,dingin,berkabut,26,26,0
2011-12-14,2011,12,6,2011-12-14,iya,dingin,berkabut,87,87,0
2011-12-14,2011,12,7,2011-12-14,iya,dingin,Cerah,247,243,4
2011-12-14,2011,12,8,2011-12-14,iya,dingin,berkabut,467,458,9
2011-12-14,2011,12,9,2011-12-14,iya,dingin,berkabut,239,230,9
2011-12-14,2011,12,10,2011-12-14,iya,dingin,berkabut,142,133,9
2011-12-14,2011,12,11,2011-12-14,iya,dingin,berkabut,115,103,12
2011-12-14,2011,12,12,2011-12-14,iya,dingin,berkabut,144,138,6
2011-12-14,2011,12,13,2011-12-14,iya,dingin,berkabut,133,119,14
2011-12-14,2011,12,14,2011-12-14,iya,dingin,berkabut,151,134,17
2011-12-14,2011,12,15,2011-12-14,iya,dingin,berkabut,167,143,24
2011-12-14,2011,12,16,2011-12-14,iya,dingin,berkabut,245,233,12
2011-12-14,2011,12,17,2011-12-14,iya,dingin,berkabut,396,377,19
2011-12-14,2011,12,18,2011-12-14,iya,dingin,berkabut,390,379,11
2011-12-14,2011,12,19,2011-12-14,iya,dingin,berkabut,268,259,9
2011-12-14,2011,12,20,2011-12-14,iya,dingin,berkabut,175,169,6
2011-12-14,2011,12,21,2011-12-14,iya,dingin,berkabut,154,145,9
2011-12-14,2011,12,22,2011-12-14,iya,dingin,Cerah,104,99,5
2011-12-14,2011,12,23,2011-12-14,iya,dingin,Cerah,51,48,3
2011-12-15,2011,12,0,2011-12-15,iya,dingin,Cerah,50,45,5
2011-12-15,2011,12,1,2011-12-15,iya,dingin,berkabut,20,15,5
2011-12-15,2011,12,2,2011-12-15,iya,dingin,berkabut,7,5,2
2011-12-15,2011,12,3,2011-12-15,iya,dingin,berkabut,3,2,1
2011-12-15,2011,12,4,2011-12-15,iya,dingin,berkabut,6,6,0
2011-12-15,2011,12,5,2011-12-15,iya,dingin,berkabut,24,24,0
2011-12-15,2011,12,6,2011-12-15,iya,dingin,Cerah,92,90,2
2011-12-15,2011,12,7,2011-12-15,iya,dingin,Cerah,258,252,6
2011-12-15,2011,12,8,2011-12-15,iya,dingin,berkabut,457,449,8
2011-12-15,2011,12,9,2011-12-15,iya,dingin,berkabut,280,274,6
2011-12-15,2011,12,10,2011-12-15,iya,dingin,berkabut,109,105,4
2011-12-15,2011,12,11,2011-12-15,iya,dingin,berkabut,135,126,9
2011-12-15,2011,12,12,2011-12-15,iya,dingin,berkabut,157,140,17
2011-12-15,2011,12,13,2011-12-15,iya,dingin,berkabut,164,150,14
2011-12-15,2011,12,14,2011-12-15,iya,dingin,berkabut,132,124,8
2011-12-15,2011,12,15,2011-12-15,iya,dingin,Hujan Ringan/salju,82,76,6
2011-12-15,2011,12,16,2011-12-15,iya,dingin,Hujan Ringan/salju,131,124,7
2011-12-15,2011,12,17,2011-12-15,iya,dingin,berkabut,324,310,14
2011-12-15,2011,12,18,2011-12-15,iya,dingin,berkabut,377,363,14
2011-12-15,2011,12,19,2011-12-15,iya,dingin,berkabut,287,274,13
2011-12-15,2011,12,20,2011-12-15,iya,dingin,Cerah,221,209,12
2011-12-15,2011,12,21,2011-12-15,iya,dingin,Cerah,155,145,10
2011-12-15,2011,12,22,2011-12-15,iya,dingin,Cerah,124,116,8
2011-12-15,2011,12,23,2011-12-15,iya,dingin,Cerah,114,104,10
2011-12-16,2011,12,0,2011-12-16,iya,dingin,Cerah,72,60,12
2011-12-16,2011,12,1,2011-12-16,iya,dingin,Cerah,31,28,3
2011-12-16,2011,12,2,2011-12-16,iya,dingin,Cerah,23,23,0
2011-12-16,2011,12,3,2011-12-16,iya,dingin,Cerah,5,3,2
2011-12-16,2011,12,4,2011-12-16,iya,dingin,berkabut,5,4,1
2011-12-16,2011,12,5,2011-12-16,iya,dingin,Cerah,26,26,0
2011-12-16,2011,12,6,2011-12-16,iya,dingin,berkabut,82,80,2
2011-12-16,2011,12,7,2011-12-16,iya,dingin,berkabut,231,226,5
2011-12-16,2011,12,8,2011-12-16,iya,dingin,Cerah,459,449,10
2011-12-16,2011,12,9,2011-12-16,iya,dingin,Cerah,243,235,8
2011-12-16,2011,12,10,2011-12-16,iya,dingin,Cerah,132,122,10
2011-12-16,2011,12,11,2011-12-16,iya,dingin,berkabut,144,135,9
2011-12-16,2011,12,12,2011-12-16,iya,dingin,berkabut,173,163,10
2011-12-16,2011,12,13,2011-12-16,iya,dingin,berkabut,137,125,12
2011-12-16,2011,12,14,2011-12-16,iya,dingin,berkabut,128,115,13
2011-12-16,2011,12,15,2011-12-16,iya,dingin,berkabut,153,141,12
2011-12-16,2011,12,16,2011-12-16,iya,dingin,berkabut,224,212,12
2011-12-16,2011,12,17,2011-12-16,iya,dingin,berkabut,365,352,13
2011-12-16,2011,12,18,2011-12-16,iya,dingin,berkabut,295,285,10
2011-12-16,2011,12,19,2011-12-16,iya,dingin,berkabut,214,203,11
2011-12-16,2011,12,20,2011-12-16,iya,dingin,berkabut,152,146,6
2011-12-16,2011,12,21,2011-12-16,iya,dingin,berkabut,102,95,7
2011-12-16,2011,12,22,2011-12-16,iya,dingin,berkabut,106,100,6
2011-12-16,2011,12,23,2011-12-16,iya,dingin,berkabut,75,71,4
2011-12-17,2011,12,0,2011-12-17,tidak,dingin,Cerah,62,59,3
2011-12-17,2011,12,1,2011-12-17,tidak,dingin,berkabut,43,39,4
2011-12-17,2011,12,2,2011-12-17,tidak,dingin,berkabut,58,47,11
2011-12-17,2011,12,3,2011-12-17,tidak,dingin,Cerah,26,22,4
2011-12-17,2011,12,4,2011-12-17,tidak,dingin,Cerah,9,9,0
2011-12-17,2011,12,5,2011-12-17,tidak,dingin,berkabut,9,7,2
2011-12-17,2011,12,6,2011-12-17,tidak,dingin,berkabut,17,17,0
2011-12-17,2011,12,7,2011-12-17,tidak,dingin,berkabut,20,20,0
2011-12-17,2011,12,8,2011-12-17,tidak,dingin,berkabut,59,55,4
2011-12-17,2011,12,9,2011-12-17,tidak,dingin,berkabut,100,95,5
2011-12-17,2011,12,10,2011-12-17,tidak,dingin,berkabut,181,171,10
2011-12-17,2011,12,11,2011-12-17,tidak,dingin,berkabut,209,188,21
2011-12-17,2011,12,12,2011-12-17,tidak,dingin,berkabut,244,216,28
